opportunity_id,account,sales_agent,manager,regional_office,product,deal_stage,engage_date,close_value,priority_score,priority_label,top_positive_reason_1,top_positive_reason_2,top_risk_reason_1,top_risk_reason_2,recommended_action
P6NQ2LZK,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-08-23,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
298J5EM0,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-08-09,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
9AESK6QV,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-08-07,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
D17T8PTH,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-06-08,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
TIPG6R0Z,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-06-17,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
NCMT5KK3,Dalttechnology,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-03-07,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
JIACLB24,Scottech,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-01-14,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
GR2X90DZ,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-01-15,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
477HSG28,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-06-11,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
VYPYVO8V,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-01-24,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
H9N9DP3D,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-07-01,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
848QSODT,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-05-14,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
79EHWR35,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-03-02,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
4H2QMS78,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2016-12-21,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
4CXUC4VR,Rantouch,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-03-02,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
2VDN72EP,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-03-30,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
B96E3BBD,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-08-12,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
MQEFGUOG,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-08-12,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
Q19RWR17,Rundofase,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-02-22,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
RTX8ZJXT,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-08-31,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
9IA34L8S,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2016-12-29,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
XDECB9X2,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-04-07,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
HKV37WU9,,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-06-15,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
I35REHYN,Genco Pura Olive Oil Company,Vicki Laflamme,Celia Rouche,West,GTX Basic,Engaging,2017-09-12,,36.28046081317787,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
20CVXRTX,Kinnamplus,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-04-01,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
Q6OUJCH5,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-04-21,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
58W7CZGD,Cancity,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-08-12,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
JHCA115A,Green-Plus,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-07-19,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
B06D1F9M,Faxquote,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-02-13,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
Y7N97FW8,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-02-20,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
RW39Y63V,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-01-10,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
R69OYH4Z,Umbrella Corporation,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-07-21,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
S0Z4QVL2,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-07-21,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
6SMB6SDY,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-08-15,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
DOGKQHQP,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-03-31,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
6G6ZCKSB,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-04-16,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
U4IJO6SL,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-04-08,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
3F34LWKM,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-05-06,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
A8QRKXG3,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-06-25,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
Q5GNQ823,,Vicki Laflamme,Celia Rouche,West,GTXPro,Engaging,2017-07-26,,36.25622719416934,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
UEZOR630,,Elease Gluck,Celia Rouche,West,GTX Basic,Engaging,2017-04-29,,36.24112135020728,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
V4XHHFO3,Blackzim,Elease Gluck,Celia Rouche,West,GTX Basic,Engaging,2017-03-15,,36.24112135020728,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
9A9E1KPG,Genco Pura Olive Oil Company,Elease Gluck,Celia Rouche,West,GTX Basic,Engaging,2017-02-08,,36.24112135020728,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
HABN7JBG,Rantouch,Elease Gluck,Celia Rouche,West,GTX Basic,Engaging,2017-06-17,,36.24112135020728,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
P4D1NK6D,,Elease Gluck,Celia Rouche,West,GTX Basic,Engaging,2017-08-11,,36.24112135020728,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
HF2DSIT5,,Elease Gluck,Celia Rouche,West,GTX Basic,Engaging,2017-05-16,,36.24112135020728,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
Y8ZUSC9C,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-08-14,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
URQYDGX8,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-08-02,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
BEDNZXVE,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-25,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
64KHY8MT,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-27,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
5PWO4RPC,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-27,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
G0DTQHIC,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-26,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
WARBRUXU,Stanredtax,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-21,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
VIFA2I18,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-28,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
QGXJLNK1,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-24,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
90G292UY,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-20,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
6RZ5GSAB,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-08-03,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
KTWP0SMT,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-20,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
JDHHDOX8,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-20,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
4XXAK1QL,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-31,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
GY10EROJ,Cheers,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-07-20,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
MBPJUJ7F,Plexzap,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-08-10,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
BJH89YWM,,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Engaging,2017-08-09,,36.2381334748507,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
HAXMC4IX,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2016-11-03,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
IBEUTCSW,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2016-12-08,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
ILR33OAV,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-03-11,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
QR2BDRAI,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-01-04,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
TQJJDWWH,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-08-15,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
U6XJRWV8,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-04-18,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
XRWMLGOG,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-07-18,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
VKT0UN11,Codehow,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-01-14,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
N7G1TU1X,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-06-02,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
2O76H591,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-06-17,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
H176AX96,Gekko & Co,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-06-18,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
8DDR4MUL,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-09-08,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
UU7N7LZK,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-09-18,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
ZRYPU2QW,,James Ascencio,Summer Sewald,West,MG Advanced,Engaging,2017-03-09,,36.23413091616759,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
OT5G3M9A,Treequote,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-07-22,,36.229058160241856,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
Q8QGD2OG,,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-08-08,,36.229058160241856,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
QIEAKLRU,,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-08-03,,36.229058160241856,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
SXFE42KG,Gogozoom,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-07-25,,36.229058160241856,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
IG540SIB,,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-07-30,,36.229058160241856,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
0PT4RY4P,,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-07-31,,36.229058160241856,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
8MUD1WS1,,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-08-12,,36.229058160241856,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
3IWUUUCN,,Elease Gluck,Celia Rouche,West,GTXPro,Engaging,2017-05-24,,36.21688773119875,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
CCLIVXMG,,Elease Gluck,Celia Rouche,West,GTXPro,Engaging,2017-07-19,,36.21688773119875,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
3ORQ2R0R,,Elease Gluck,Celia Rouche,West,GTXPro,Engaging,2017-08-28,,36.21688773119875,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
K5CWSFCW,Blackzim,Elease Gluck,Celia Rouche,West,GTXPro,Engaging,2016-12-21,,36.21688773119875,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
2HS1C21I,,Elease Gluck,Celia Rouche,West,GTXPro,Engaging,2017-04-03,,36.21688773119875,Baixa Prioridade,estágio avançado no funil,região com bom histórico de fechamento,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
PJ75Q8VM,,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Engaging,2017-07-20,,36.21389985584216,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
PQOHTS9I,Inity,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Engaging,2017-07-19,,36.21389985584216,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
7K31BXX3,,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Engaging,2017-07-28,,36.21389985584216,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
KBPKLB2X,,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Engaging,2017-08-14,,36.21389985584216,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
5653N8BM,Zoomit,Rosie Papadopoulos,Cara Losch,East,GTX Plus Basic,Engaging,2017-06-11,,36.20768631208285,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
TNWCER5C,,Rosie Papadopoulos,Cara Losch,East,GTX Plus Basic,Engaging,2017-06-12,,36.20768631208285,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
SX0SSL0H,,Rosie Papadopoulos,Cara Losch,East,GTX Plus Basic,Engaging,2017-03-06,,36.20768631208285,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
WALNFJ70,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2016-12-08,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
